row_index,y_true,pred_cv_oof
109,0,0.007402936759287219
110,1,0.5354644953349754
111,0,0.08793048884948844
112,0,0.05346600226472877
113,0,0.08337102475051777
114,0,0.0936710051086354
115,0,0.032126506833655484
116,0,0.06644140451745442
117,0,0.0815074249223571
118,0,0.048741659673916735
119,0,0.06389445105973118
120,0,0.11682530942411687
121,0,0.12005673275115451
122,0,0.02821115209417359
123,0,0.004954992950661448
124,0,0.09385620940893717
125,0,0.022200565792220052
126,0,0.08223693956755888
127,1,0.11993751014001498
128,1,0.5623483440905126
129,0,0.005563134333820371
130,0,0.06049193568262623
131,0,0.020444793781897657
132,0,0.10119357109138574
133,0,0.09565346085672023
134,0,0.24929202687381594
135,0,0.21084730501762086
136,0,0.02988951583711523
137,1,0.2729222590913405
138,0,0.02061736840601594
139,0,0.008717919848347034
140,1,0.22772011766758973
141,0,0.051276801576196344
142,0,0.22345776918168786
143,0,0.036128650087942735
144,0,0.04280570922167503
145,0,0.017830439935236624
146,0,0.028584760027534625
147,0,0.036934429266638764
148,0,0.08557201592986431
149,0,0.14038231333412562
150,1,0.037215218299735564
151,0,0.03621368381453023
152,0,0.10864887612464531
153,0,0.04065565586652481
154,0,0.0315335221122789
155,0,0.06956447976475104
156,0,0.05461157015761186
157,0,0.09751893454289962
158,0,0.04566373530910858
159,0,0.16757908213020953
160,0,0.02184588474601614
161,0,0.16139245585763723
162,0,0.06399943618905367
163,0,0.0061894653871969975
164,0,0.013727428100971576
165,0,0.040444480420065695
166,0,0.058282610886108824
167,1,0.02118521158135788
168,0,0.00271068936773744
169,0,0.06801302643748829
170,0,0.08198531352341207
171,0,0.0031994291520250715
172,1,0.09197962651943455
173,0,0.013322328099101883
174,0,0.10955196418903317
175,0,0.005161656406250642
176,0,0.0422311455055547
177,0,0.06815084519839608
178,0,0.0386903655902522
179,0,0.026246523948868904
180,0,0.011781085642179662
181,0,0.04676803679675071
182,0,0.14888651230065578
183,0,0.046088686815046624
184,0,0.0024755905305262386
185,0,0.046579153765034256
186,0,0.035460522131591746
187,1,0.012032292979143476
188,0,0.0945924097267432
189,1,0.013351494441484242
190,0,0.24638459735000362
191,0,0.059045022239493275
192,0,0.026394171916792324
193,0,0.07366881146644655
194,0,0.014986461017414876
195,0,0.07061938949762059
196,0,0.020396417564168316
197,0,0.049267143650588874
198,1,0.24678872691028628
199,0,0.03866816335875536
200,0,0.04739751228064342
201,0,0.02583384496958055
202,0,0.07638017610358047
203,1,0.6120464360842005
204,0,0.04744790929405721
205,0,0.2578312924049022
206,0,0.024196549119286988
207,0,0.008444083807284704
208,0,0.377392371545703
209,0,0.027137044668682015
210,0,0.06224361416777755
211,0,0.03162653931498973
212,0,0.06764799503298792
213,0,0.16825165258340874
214,0,0.0237649514702548
215,0,0.0022729821087489784
216,0,0.029679075336417327
217,0,0.0293756680660989
218,0,0.0060340735162802165
219,0,0.02144102814347004
220,0,0.0693964897140039
221,0,0.17890429191548024
222,0,0.06284678473444427
223,0,0.3495292116697377
224,0,0.1970512842860739
225,0,0.1767796966720814
226,0,0.0787950008568674
227,0,0.1113180731582914
228,0,0.02108796208977345
229,0,0.03823563626247792
230,0,0.0140858712765474
231,0,0.17191725388011447
232,0,0.020811757126323955
233,0,0.09021978306561997
234,0,0.01757520693100967
235,1,0.06669809802586325
236,0,0.006072544946149289
237,0,0.008365950264469133
238,0,0.039198047023428856
239,0,0.05992786273847337
240,0,0.03393599261586524
241,0,0.13149739349282225
242,0,0.034676914991781764
243,0,0.010258500708002782
244,0,0.018211345188018473
245,1,0.20544620322354026
246,1,0.11332856749716956
247,0,0.17736390690601814
248,0,0.17463246459263104
249,0,0.049765104328426915
250,0,0.021301614077414096
251,0,0.206827048363426
252,0,0.09523099709557062
253,0,0.005822432532776041
254,0,0.14348899258480802
255,0,0.05408050010758702
256,1,0.20676725131430562
257,0,0.05288113369926086
258,0,0.05167164662706971
259,0,0.049363018240611886
260,0,0.06878102543901435
261,0,0.060086415750337276
262,0,0.038372330664017566
263,0,0.08635124586336876
264,0,0.0894054149396326
265,0,0.03240156224801942
266,0,0.015443521362900427
267,0,0.19931756192589573
268,1,0.17858468250649376
269,0,0.05719857571249665
270,0,0.015778568618627725
271,0,0.029058952285793953
272,1,0.47491980161954755
273,0,0.04099012213514131
274,0,0.19191348298167893
275,0,0.07580256247458052
276,0,0.03222442421550103
277,0,0.03292129971688551
278,1,0.20020490717396466
279,0,0.19793571181793237
280,0,0.013040241189330897
281,0,0.04190411657948792
282,1,0.08285635770754365
283,0,0.18041156779444636
284,0,0.02253392357688213
285,0,0.1406643039474031
286,1,0.2572600576294347
287,0,0.29624153880062
288,0,0.059643358101363946
289,0,0.0627572976464646
290,0,0.09195960085219852
291,0,0.023995866439467346
292,0,0.06911031372898038
293,0,0.11310259831191721
294,0,0.07361276056419189
295,0,0.2916255299469178
296,0,0.13386003729624626
297,0,0.07900590318080203
298,0,0.08513881649638305
299,0,0.027807116929591747
300,0,0.03764783308229401
301,0,0.07671680507091824
302,0,0.07248860823264881
303,0,0.009963995312539513
304,0,0.04419520988830557
305,0,0.034936077146533774
306,1,0.10066323225536151
307,0,0.04765476978508233
308,0,0.10146352768606366
309,1,0.32864138577399715
310,0,0.20872912394046436
311,0,0.34826444387191813
312,0,0.12070863427752139
313,0,0.06424869581447687
314,0,0.020993546693000836
315,0,0.10384366436752623
316,0,0.044451856194075184
317,0,0.010395413494593045
318,0,0.028649143559631822
319,0,0.02915646301209457
320,0,0.09288110353644252
321,0,0.056669344920603035
322,0,0.16430770783424367
323,0,0.03355220266785205
324,0,0.13547444610939754
325,0,0.009971815128946541
326,0,0.025872205793212824
327,0,0.12795855097416403
328,0,0.04525643067414534
329,0,0.02224295217750205
330,0,0.04657699549574331
331,0,0.05615664286608237
332,0,0.1364340353368432
333,0,0.32261900741625
334,0,0.01841177435282013
335,0,0.10669261184280181
336,0,0.017726648562429
337,0,0.03438149016153976
338,0,0.01590840634928273
339,1,0.08089797735255425
340,0,0.166691913561908
341,0,0.14234230689778982
342,0,0.026464456727354854
343,0,0.07651143674635276
344,1,0.519287655128643
345,0,0.018158896330780026
346,1,0.266037636204982
347,0,0.07013512411393082
348,0,0.03278974785136241
349,1,0.20123861818038344
350,0,0.4909617980282552
351,0,0.0966363436778133
352,0,0.10059233889084998
353,0,0.026581541192825582
354,0,0.030150365994315635
355,0,0.0410022277818115
356,0,0.016952004137806537
357,0,0.03710855852768909
358,0,0.031652765312491817
359,0,0.0715378343545514
360,0,0.04413376792080155
361,0,0.08602077720784852
362,0,0.116194448499226
363,0,0.05568004892466448
364,0,0.04772970693159545
365,0,0.1749323653313781
366,1,0.09935960447996196
367,0,0.19690112939447202
368,0,0.033822103175531075
369,0,0.04209858101396355
370,0,0.17976390481533008
371,0,0.005326760061117734
372,0,0.029438662004478214
373,0,0.0022777635866313988
374,0,0.0072111824867890075
375,1,0.13525754220655012
376,0,0.11703997463587043
377,0,0.057277768632857995
378,0,0.13489273508590588
379,0,0.025891860715748127
380,0,0.4649686274068379
381,0,0.008331671331402451
382,1,0.21273206837117234
383,0,0.2014264069811236
384,0,0.044006161643635876
385,0,0.02069974003372725
386,0,0.02317795782904947
387,1,0.2659090914327781
388,0,0.007332998480585968
389,0,0.03322098260103549
390,0,0.004623140617780576
391,0,0.011624905083918004
392,0,0.030985996934374798
393,0,0.22832307555868708
394,0,0.040821273268064
395,0,0.19018123085047292
396,0,0.16393385395254492
397,0,0.021092298676166132
398,0,0.10386580937017352
399,0,0.09119907054363519
400,0,0.1485533852506999
401,0,0.052640322913133114
402,0,0.03914638010720111
403,0,0.039957125357941964
404,0,0.18703126082528757
405,0,0.09977758780551459
406,0,0.02802733096653066
407,0,0.006486849854056197
408,0,0.03890133280869244
409,0,0.10524137320663089
410,0,0.04408244310841494
411,0,0.025157732498318378
412,0,0.17019166493221322
413,0,0.09980016301928221
414,0,0.017612127330220256
415,0,0.172724589264241
416,0,0.5325845430307392
417,0,0.032966669262464304
418,0,0.04252348663189874
419,0,0.1481650916043827
420,0,0.0961067555992929
421,0,0.010257669097974475
422,0,0.24881943201646214
423,0,0.0397722616947709
424,0,0.0298466203502006
425,1,0.0825210042181224
426,0,0.040671817123271094
427,0,0.08425414798075428
428,0,0.028725615011263545
429,0,0.10394315640847358
430,0,0.01836873793485392
431,1,0.19096500963478427
432,0,0.06937033313779452
433,0,0.025514491169091814
434,0,0.10518716315005375
435,0,0.026969838878280975
436,0,0.09129500088300968
437,1,0.23558156549949835
438,0,0.08494600270892298
439,1,0.08776517648129671
440,0,0.37155786531612334
441,0,0.11061697598063004
442,0,0.06876060793831207
443,0,0.027127767531262226
444,0,0.02383035416517494
445,0,0.009023268231429802
446,0,0.06668401166994709
447,0,0.09656521414568414
448,0,0.18987984530435367
449,1,0.2873911413832962
450,0,0.12926864076957797
451,0,0.009934171169889263
452,0,0.043709543747919896
453,0,0.01042567254635876
454,0,0.16725365782998192
455,0,0.0404261386724551
456,0,0.029937791253192247
457,0,0.15900022088343774
458,0,0.011632593636854972
459,0,0.02270157849601064
460,0,0.042163613692466254
461,0,0.04875114356097786
462,0,0.035017667094072766
463,0,0.0713487161003771
464,0,0.03288976326787283
465,0,0.06157953421107286
466,0,0.1625169288213965
467,0,0.019974319533204152
468,0,0.053498187310720736
469,0,0.028677857769466946
470,0,0.07860843087335749
471,0,0.110467480393385
472,0,0.03159280403445348
473,0,0.15998132319425776
474,0,0.043440383300953254
475,1,0.1922368397485245
476,0,0.3338463357329235
477,0,0.050747798451299245
478,0,0.03013519477313369
479,0,0.010843827631871885
480,1,0.16034547846780803
481,0,0.006343268730043947
482,0,0.04638689533766966
483,0,0.09595440392643043
484,0,0.03212076260945046
485,0,0.23814411090266818
486,0,0.03242609704510195
487,0,0.05229887781052064
488,0,0.06912159791671205
489,0,0.33408186817178903
490,0,0.02041117791153598
491,0,0.12083313316929253
492,0,0.042929181855141496
493,0,0.043209057648893365
494,0,0.04475172510882287
495,0,0.05030272881062579
496,0,0.11754265903436507
497,0,0.04172253589371542
498,0,0.2368085728010652
499,0,0.02300597047139453
500,0,0.033303653141963756
501,1,0.3594123044814998
502,0,0.008690171237789042
503,0,0.08409430310262184
504,0,0.059732990209249014
505,0,0.03238903305588871
506,0,0.01054978648684272
507,0,0.09925082342570757
508,0,0.31216136740849715
509,1,0.3415491669715592
510,0,0.03186730584243197
511,0,0.03989427042115691
512,0,0.03692575424531731
513,0,0.1008253807405452
514,0,0.06952666370011934
515,0,0.09294683441714635
516,0,0.15456485789738036
517,0,0.04121733031027357
518,0,0.009909608031814319
519,0,0.1966949977773409
520,0,0.14045469672787114
521,1,0.4754663859478898
522,0,0.0402250843966015
523,0,0.04226946511622884
524,0,0.09491954697724375
525,0,0.03637442190394634
526,0,0.20630120548564476
527,0,0.05522791066849338
528,0,0.1601821974206881
529,1,0.2766583113444551
530,0,0.04060031810413935
531,0,0.22771167242814452
532,1,0.19129370069453072
533,0,0.05284507545110408
534,0,0.03575364740607008
535,0,0.1358302737071666
536,0,0.07698873051570627
537,1,0.14755427057453555
538,0,0.01756584680119362
539,1,0.14270472145216415
540,0,0.19027351440803106
541,0,0.08890114932607922
542,0,0.08522867605492566
543,1,0.14596382907638397
544,0,0.11411991676574922
545,0,0.081556256684941
546,0,0.18134760938716601
547,1,0.07413697260303143
548,0,0.06177236255909447
549,0,0.08042287352996964
550,1,0.38412185002875143
551,0,0.009447031642216379
552,0,0.03029550756782793
553,0,0.48423284244991216
554,0,0.02016755281497102
555,0,0.09276739530986285
556,0,0.0974480208248745
557,0,0.0544070902042391
558,0,0.02318126906433976
559,0,0.0595281968067906
560,0,0.039739317862344456
561,0,0.05204638824902543
562,0,0.038883123320683145
563,1,0.17748773452790573
564,0,0.04580816891960021
565,0,0.18261636033581982
566,1,0.13153630089684196
567,1,0.22969033209329504
568,0,0.029855070483457067
569,0,0.12368103327808314
570,0,0.06266691650635493
571,0,0.26075137023890455
572,0,0.06269122772455388
573,1,0.08152067176851226
574,1,0.2830171080694234
575,0,0.03929142618549962
576,0,0.028399614274904166
577,1,0.12783282943126023
578,0,0.009432714258936818
579,0,0.033946371370338395
580,0,0.02892048478094308
581,0,0.30831087099553256
582,0,0.004746217507436314
583,0,0.1251025677444006
584,0,0.24224849338664256
585,0,0.06254599460676634
586,0,0.00938480964764719
587,0,0.09180547403248723
588,0,0.03363879823703401
589,0,0.03363701758990629
590,0,0.07967072084808326
591,0,0.059195750638831764
592,0,0.039415317625279576
593,0,0.022434048973058167
594,0,0.14222258944841387
595,0,0.03546876185897693
596,0,0.14432314398348994
597,0,0.28715503007325455
598,0,0.03160058899708976
599,0,0.06848661320905768
600,0,0.012596420485827526
601,0,0.14588498037941489
602,1,0.39197774402301655
603,1,0.10535481101443557
604,0,0.15205316375451225
605,1,0.30677588233051356
606,0,0.02353068362820726
607,0,0.10868916459558088
608,0,0.019888506213424587
609,0,0.10290796672174359
610,0,0.03520385211527234
611,1,0.5434697415739652
612,0,0.04906167516549741
613,0,0.04489368318109675
614,0,0.030189510660925695
615,0,0.01495668563120806
616,0,0.009521762665923647
617,0,0.018907663179501853
618,0,0.43967144191894714
619,0,0.11736357377526438
620,0,0.044650845174657915
621,0,0.1104182254048536
622,0,0.007666534840997585
623,0,0.3133960323661763
624,0,0.10426806578378706
625,0,0.126197488420805
626,0,0.03741209003004254
627,0,0.03161717279900867
628,0,0.22645098400910987
629,1,0.12459220833978776
630,0,0.11398432917614809
631,1,0.31053987614432876
632,0,0.0032993278380625164
633,1,0.12993408627620873
634,0,0.02966520768818139
635,1,0.09776636843184831
636,0,0.017100183614257566
637,0,0.04579036943661909
638,0,0.15932244636621765
639,0,0.04477428386481435
640,0,0.04482823548436438
641,0,0.027477091253464054
642,0,0.0931413784708098
643,1,0.3187889635092637
644,0,0.027758447278486465
645,0,0.11315740887687968
646,1,0.12750598480559985
647,0,0.10778014890337265
648,0,0.04164611375358206
649,0,0.04420010144535944
650,0,0.020467298180528188
651,0,0.06794822987782967
652,0,0.020668306926399004
653,0,0.015345219362397276
654,0,0.016050191566719264
655,0,0.011713289176723445
656,1,0.38393778242247795
657,0,0.043666405590927576
658,0,0.051112989513061
659,1,0.22444537716744004
660,1,0.48828369914500913
661,0,0.02692945834468974
662,0,0.027569499918122277
663,0,0.008915620646279916
664,1,0.33144270916069507
665,1,0.11065702569200024
666,0,0.1063622111179237
667,0,0.06406189243756377
668,0,0.05729721633662944
669,1,0.2162624846453343
670,0,0.011449477888387216
671,0,0.04482745628610329
672,0,0.11998278990460753
673,0,0.05240204960793273
674,1,0.7061324215385778
675,0,0.01971225472468733
676,0,0.3332898995195241
677,0,0.14173794161445807
678,0,0.10147329737135899
679,0,0.06393513806213429
680,0,0.12822931154158906
681,0,0.06202258314251769
682,0,0.26387836502478745
683,0,0.09027540976063517
684,0,0.08522724520513844
685,0,0.10973981834661087
686,1,0.3339658988736018
687,0,0.02841814571032844
688,0,0.07571420720649628
689,0,0.056043661936174854
690,0,0.02328124684236765
691,0,0.006963989930259032
692,0,0.16809979709422937
693,0,0.07881627800390727
694,0,0.011618478052232107
695,0,0.04037449723138209
696,0,0.025249093614617725
697,0,0.030327474967725566
698,0,0.04436359594663875
699,0,0.07083146834065125
700,0,0.0873930947489047
701,0,0.015114645137160201
702,0,0.06649421914053662
703,0,0.020691013518265425
704,0,0.14781960841124553
705,0,0.11153281447672951
706,0,0.006527727727497902
707,0,0.038111589996149504
708,0,0.01679742039382467
709,0,0.22515650336274737
710,0,0.09543973866017698
711,1,0.20753329154031663
712,0,0.08869561252651419
713,0,0.01839030151577991
714,0,0.3050589400960583
715,0,0.18719012523259784
716,0,0.006394937103956007
717,0,0.05007037889893078
718,0,0.06908120909673343
719,0,0.4590616585497971
720,0,0.2251406569785077
721,0,0.38671937474583756
722,1,0.3101689405795972
723,0,0.08601567945536058
724,1,0.14643641564138554
725,0,0.17836687116890082
726,0,0.04342753634213121
727,0,0.018032807824089947
728,0,0.06321091524600676
729,1,0.4006716603844273
730,1,0.173371221455255
731,0,0.016642261269983548
732,0,0.055424700611590445
733,0,0.047676189450867136
734,0,0.07085785688086062
735,0,0.018362768337197372
736,0,0.04602183643405581
737,0,0.2843234274467808
738,0,0.0910457159202098
739,0,0.1773375638911895
740,0,0.11917685826393108
741,0,0.009678883504579967
742,0,0.11569679267685509
743,0,0.35748443233155475
744,0,0.08481868044560385
745,1,0.005576393778333445
746,1,0.5373522620031478
747,0,0.006004406147371427
748,0,0.012326269531846267
749,0,0.020757504866849522
750,0,0.001218723825201088
751,0,0.21071085387350866
752,0,0.10577726290988136
753,0,0.15837466855804624
754,0,0.3792439796235456
755,0,0.07053720240893749
756,0,0.01948927262535014
757,0,0.025508062991292366
758,0,0.02718775526733532
759,0,0.2003459265716669
760,0,0.08175236775373838
761,0,0.10273681310342091
762,1,0.12956814483201512
763,0,0.1368896125146608
764,0,0.37391688040286875
765,0,0.032005059409357314
766,0,0.11515777850928771
767,0,0.10587646809741724
768,0,0.03451131484820358
769,0,0.07791333073437881
770,0,0.02984764405366759
771,0,0.07950992847447191
772,0,0.04591591135926263
773,0,0.04556659875587009
774,0,0.0363795080243833
775,0,0.09729105358667607
776,0,0.09904638229147843
777,0,0.2721050741678012
778,0,0.03726388298262638
779,0,0.0029730404149250576
780,0,0.032644340173568334
781,0,0.13648007080809607
782,0,0.06704152779830265
783,0,0.017521614658084692
784,0,0.0532786698921378
785,0,0.018841171658974278
786,0,0.01425399211641203
787,0,0.017452338029115635
788,1,0.51541507667134
789,0,0.009103388117426042
790,0,0.10283371731206885
791,0,0.0025720807202931207
792,0,0.02180750456669638
793,0,0.1320342831494169
794,0,0.17148467465176587
795,1,0.07960686743809242
796,0,0.05036710634440876
797,0,0.06741297599080262
798,0,0.1966205041092945
799,0,0.026593400227887153
800,0,0.02880747341676697
801,0,0.004522310883052248
802,0,0.022327760738541466
803,0,0.04148456267430056
804,0,0.08557575384478222
805,0,0.009473322248363515
806,0,0.1391005084510647
807,0,0.054174917995367416
808,0,0.24329011597063888
809,0,0.3832321367536097
810,1,0.0334211559018586
811,1,0.004343837490844521
812,0,0.006743725913993316
813,0,0.04301154785526468
814,0,0.16209873536933683
815,0,0.17294319535865954
816,0,0.13830178994833667
817,0,0.07600290434285806
818,0,0.05968865061823889
819,0,0.24049820640961048
820,0,0.015316527658189218
821,0,0.032051262941236384
822,0,0.02550867497972255
823,0,0.19453667208173817
824,0,0.08878335778247484
825,0,0.0747098119261107
826,0,0.19895196994663575
827,0,0.06996666236948933
828,0,0.0916229101483917
829,1,0.577664115622813
830,0,0.17701221823334826
831,0,0.13704458455141427
832,0,0.003557244583666284
833,0,0.13011994305504887
834,1,0.08508165479056654
835,0,0.06623888659026503
836,0,0.2558509126454119
837,0,0.07942245465781615
838,0,0.11681719545985587
839,0,0.08793222756121898
840,0,0.29743588078753225
841,0,0.011554144518963735
842,0,0.03698584937164347
843,0,0.37605146439327136
844,0,0.010058415122174987
845,0,0.18534452628652653
846,0,0.015515911890925726
847,0,0.006623376457846569
848,0,0.09378439946308145
849,0,0.19882982205473732
850,0,0.050404702133407774
851,0,0.17028082808927072
852,0,0.009872145389571325
853,0,0.04328050710718659
854,0,0.1434272297656333
855,1,0.28142919910317243
856,0,0.04852697011439545
857,0,0.006930490607527679
858,0,0.08878573392548451
859,0,0.05871159784625237
860,0,0.04724519476323222
861,1,0.12304770478748113
862,0,0.08134905660414753
863,0,0.02641082261398669
864,0,0.09659301415490754
865,0,0.0162482810446795
866,0,0.03531015250840195
867,0,0.1720266579604479
868,0,0.0590268480302441
869,0,0.018709067439000818
870,0,0.020700540279147746
871,0,0.08512178085870753
872,0,0.11605727278407067
873,0,0.017187743510856765
874,0,0.025405470020860528
875,0,0.014906581909410887
876,0,0.03538374624138653
877,0,0.031601696183223914
878,0,0.05919112343492234
879,0,0.02276824898379544
880,1,0.06240858932559329
881,0,0.07274203779580406
882,0,0.11662413725292888
883,0,0.08351502923053283
884,0,0.025041066004023282
885,0,0.06281757184475961
886,0,0.2101798254792062
887,0,0.06537922980665183
888,0,0.09077786146789249
889,0,0.07091651434781791
890,0,0.12238712112005758
891,0,0.012059054549813196
892,0,0.16542460063560066
893,0,0.09651579921630758
894,0,0.10061451813696347
895,1,0.1364924963691642
896,0,0.07274826138640399
897,0,0.03179163844978779
898,0,0.06296363048795287
899,1,0.5321380194166809
900,0,0.016360719519454937
901,0,0.03181764845968275
902,0,0.062445999234658496
903,0,0.06523966872124216
904,0,0.2979156151490739
905,0,0.0227834217409752
906,0,0.14795238001807812
907,0,0.03619508267854387
908,0,0.07995137563489234
909,0,0.025338100799351948
910,0,0.02057446588018497
911,0,0.017111759740399354
912,0,0.24253822735312372
913,0,0.10187637582128782
914,0,0.09652484192362766
915,0,0.026003376933590516
916,1,0.27264624538724563
917,0,0.1068790761877179
918,0,0.07033688240006401
919,0,0.04653218176705877
920,0,0.016496226219710326
921,0,0.01799457308442307
922,0,0.02706846330622217
923,0,0.09956647361276705
924,0,0.058441884821739974
925,0,0.0042716817807781126
926,0,0.05903737279509049
927,0,0.10620563043319184
928,1,0.340752960417583
929,0,0.07966317127930217
930,0,0.11591512908329896
931,1,0.01097616195306427
932,0,0.05441176210269483
933,0,0.006210923497951414
934,0,0.17974411718452882
935,0,0.026996811352923304
936,0,0.08473347640892996
937,0,0.34220391144125567
938,0,0.0024906578777348317
939,1,0.0986839899432832
940,1,0.30408374918869013
941,0,0.11394584098454948
942,0,0.1734232176430917
943,0,0.3162685268273593
944,0,0.0785293171468881
945,0,0.0024084110456747535
946,0,0.0537367874694357
947,0,0.09960275368177876
948,1,0.07467856825726511
949,1,0.016724154919845708
950,1,0.5240370329726494
951,0,0.04921993256162014
952,0,0.1385525717995058
953,0,0.13130315789110591
954,0,0.1012566603275825
955,0,0.06930650277381602
956,0,0.02663512956541358
957,0,0.07853809642237121
958,0,0.049009048805351584
959,0,0.028936602377009447
960,0,0.053979639572133156
961,0,0.05209334276481513
962,0,0.06388517019921713
963,0,0.013983403974790769
964,0,0.14241698991512738
965,0,0.18983905717873806
966,1,0.1201934600006478
967,1,0.041662754258598785
968,0,0.5760335459110709
969,0,0.5511862692477242
970,0,0.1909619222742741
971,0,0.2540584945729901
972,0,0.057942013366602714
973,0,0.1109626754233924
974,0,0.07249126510973845
975,0,0.2214423360167096
976,0,0.02525467296153923
977,0,0.06924255400553815
978,0,0.18200502053404533
979,0,0.028885733337165667
980,0,0.022341741071874515
981,0,0.3021166177307457
982,0,0.17646397893753296
983,0,0.2721460373416283
984,0,0.06457792944870468
985,0,0.013724948139303507
986,1,0.6461653173792704
987,0,0.08470152517741787
988,0,0.04646974415658852
989,0,0.12585363742373143
990,0,0.17073561111983254
991,0,0.0466897163569268
992,0,0.017876674486975497
993,0,0.0980662017552779
994,0,0.08027928375873464
995,0,0.06444827447574186
996,0,0.10923061328187798
997,0,0.0488390594719102
998,0,0.041287401644498116
999,0,0.011571372663008873
1000,0,0.03582892126254753
1001,0,0.08781007744015674
1002,0,0.24108561032391393
1003,0,0.04524888483302757
1004,0,0.03125910036022709
1005,0,0.026689013009095236
1006,0,0.012446794791667862
1007,0,0.15859067012982908
1008,0,0.036567707267434885
1009,0,0.12181460321708726
1010,0,0.11609395358914262
1011,0,0.14425453366812474
1012,0,0.0048649874757391125
1013,1,0.045765927095131616
1014,0,0.03554342424841897
1015,0,0.02713937332271352
1016,0,0.08407786579205324
1017,1,0.46970834656790117
1018,0,0.20347217538643364
1019,0,0.04585391309256659
1020,0,0.0338702073969622
1021,0,0.09128974054143671
1022,0,0.05778361303088406
1023,0,0.024809245166905164
1024,0,0.02235560488665652
1025,0,0.025653890402542144
1026,0,0.021214802732813797
1027,0,0.133833044978627
1028,0,0.10536437355260758
1029,0,0.05547605401739994
1030,0,0.027405733725262282
1031,0,0.0357246982866017
1032,0,0.023968300847654007
1033,0,0.11490583287388467
1034,0,0.043818934450049994
1035,1,0.460788316184094
1036,0,0.0861953235652861
1037,0,0.029474451662917747
1038,0,0.03906170764129728
1039,0,0.1533142959606171
1040,0,0.039133417922023093
1041,0,0.004743378276150904
1042,0,0.020221217482397517
1043,0,0.20699496237170129
1044,0,0.04703123060396312
1045,0,0.008579868197569786
1046,0,0.05722020281210995
1047,0,0.09637529935306131
1048,0,0.03354080097172695
1049,0,0.07718518262197749
1050,0,0.08615164053020057
1051,0,0.04201012974877173
1052,0,0.28335891113283596
1053,0,0.03225866267652695
1054,0,0.07950831864185774
1055,0,0.011897469639655307
1056,0,0.009389984735812467
1057,1,0.028304136873922758
1058,0,0.014309081271836136
1059,0,0.23331842419944007
1060,0,0.009602585061541958
1061,0,0.08487180030668447
1062,0,0.048525852503446223
1063,0,0.01820837160679005
1064,0,0.058160970005069916
1065,0,0.031152480279899857
1066,1,0.12509391666519712
1067,0,0.011852932248451142
1068,0,0.34107115813373706
